Search String,Search Engine,link,title,timestamp,Media
Tata Lawsuits,Google,www.news.google.com./read/CBMizgFBVV95cUxOWjZrQk1LVUR0a3RzT0hBVTlkRGNqTTRzT19xZzNsUFJrSF9QUEx3YjI0Z0NVd00wSjlmSk92QkF2MkM5T0RVeFk0YUxhUjBWZDVRdVNhMDdST2JpNlc0YXdEVWt3ZzFmbkxtTUYtRXZrckNKUnRLeGJnU3RLWldSTUk5Y1U4VG9NdmdNYm9EZFV5bEZTTnRuWHF1bjdOVkpUTlExdm9Rb2JhUHNnTENMREJ1cUZXWmE0VS1HMlFWd2RrS09wb2FiWWVjUDJMdw?hl=en-IN&gl=IN&ceid=IN%3Aen,"What is the DXC lawsuit, for which TCS faces a penalty of $210 million?",2023-11-28T08:00:00Z,Jagran Josh
Tata Lawsuits,Google,www.news.google.com./read/CBMi9wFBVV95cUxQcW5vb2VFaWtKZE1FMkpwYV9WUzcxWHFkZ0hDZEF5OEhkSHhQNTVJQWZmWHFnWDFkZUZWRnUtVC1MdDNJSUJKUUtrUElFTjBzcU9yVFRHMENHUXFhRExVdVhoOS1XVWExNWpwSFpvYkxOVEliRTcxYjRPZ2Y0NTFWWVBMby1OYzJ5N1JqNUQ4a0hKNXZWOTJNbEwxYkN5Q1ZEOGJYM1FFOVJaOXdzVXh2UVc0Nm0zY09kejRJVDh2M2JDbFI4bUJVSi1QZUhDU3pLUFR1aUJjYUxobWdUdUoydFFBZEwwcnBIRXlsNThILWVmODRDUENn?hl=en-IN&gl=IN&ceid=IN%3Aen,Tata-Mistry dispute: Behind Nusli Wadia's decision to withdraw lawsuits against Ratan Tata,2020-01-14T08:00:00Z,Business Today
Tata Lawsuits,Google,www.news.google.com./read/CBMivwFBVV95cUxNUUxya2ZYa2F1aWhkSVZDcE5yWHFDenIyWUVucms1X3pjMnBnRHZUM3B0a3BDX3FFZkpVMEJMeXBLZjYtUkhkOU1tTFB0ZWxEUFV3R0tWSWotRUVQcW40S1B1a19sTE5jVzdaQjdBZlBwdWlzOG9BOWVIOVZUajlmWVZQdFJQME1lUHZKeW1zSG5DT09kSDhWaE9TZVJvVlRjQzFkQ01IejlsZFAzT21ZRTdRZTdicW54QmtxTzJyY9IBxAFBVV95cUxPaFhjdjFiTGZaU1dHOUNLZGpOSUhpaXhlazUzS1dZSHJXZXRaV1FfQlJSaDhmVWtfUjBSeTc4UGQ4a2NCV3ZWNk9mZEppVUVIbFNjX3FBWGJLQ1RKZzVaNEhzN0tOMUpvcmR3LWRlQ3d5ajd4dERwVk45YUxHS2JPRHNieG94aGZMdGJBTXZTSTkwTlZ4b1NsTEVxVk9jTEVUQVJmSTJzeUphM0ZOLWhwVUpndWtkVkd0MXlUeUMxT0NkMV9I?hl=en-IN&gl=IN&ceid=IN%3Aen,TCS gets some relief in discrimination lawsuit,2023-08-22T07:00:00Z,The Economic Times
Tata Lawsuits,Google,www.news.google.com./read/CBMi3AFBVV95cUxOOHJ6Z3p1ZndPTV9BQzR1NTlqdW9zd0tCNDNYU2pHb0g4RlB0ajZlbkw5NVExU3Y2RU1GTnVmQThveF9LN3hGbzJ6d1dpVHFXbHpUYUc0clZZaWI5WjU4anZPTXQ0bWxYNzQ5VjdhaE94MFJlaTEtdXVXaTRFdU1mQ1Q2WFkyd2d5OGpWeURPcFRVeUt6QzdJcFhZaVJReWdaVzFoeDNIWXBKYkREV2RaRkpaNVpsZ3hKZTM3cVdmdDRqWjRDcEN2ZGs1Mi0yWVNVMXl2WlFwempvTVJV0gHiAUFVX3lxTFA4eW90UzdfMnhGYVQ5UDNYWTM4ZUx4ekZzRm5RM3ZTc18xeFZSRVNaNk8welpYQ0IwZ3J2YlZ0SWRwLVB5NjA3OVlKcFJOZ1Blel9Rc2ZhSnAwVHlqXzRxYV9FcTFvNkRWeUotSFJnVnlqSnZTbHFld28xcWZVRVBPQldqVHhTQXNtcDdkTnpQZEFtY0xsTjYtVVlQV3NQOUNIZHdVWHJTMFA3c2NpV0hQdmE4djRFRi13T3AtYTNrODVmekhTSVNzYUJoRllmNGJFNzJNWF9maUpTcUNGTUJsbGc?hl=en-IN&gl=IN&ceid=IN%3Aen,CCI clears Tata Motors off charges of anti-competitive practices in 2 cases,2023-08-23T07:00:00Z,Business Standard
Tata Lawsuits,Google,www.news.google.com./read/CBMimwJBVV95cUxQbkZKTkJSSTNVckR5RmRtWkZOOFdtQVNOYlpJNWJJTWE1TTBiX1V5WFJ5WHh5MjNGT20wcGFfMHVrZDYxTm8tZkMwbENKYkVGQUNYV0UzNUZJMjdCSXVmNjFaUGRWUWFtczNiM2xJVzBPWlpYNGpSNnRaSEczVDlEUkZrVzV2ajR4cGx0QXZQUDAzdHUyeHJNblVsWTNMQnBUeEY4Z0FTNTVMamNkQlM2TlJ6a3Fkd1UxR2thWFVGLXFNekVkNGVGazNfRFYyLWlFcHpTNy1iVUUyY0o1N05fM1p0VVEzNjU4Qjh5QmtoV1Q2SWliVm1WVTFYa2lybmZYbUUwUDlFQ2Fxa21MNkp6c0pxQ25WOHlwanlZ0gGgAkFVX3lxTE9Vby1jclVIQjR2M1NyYUVEM0RjTnJvaXZBeExyckdSVGJZRkpMbnZFeDJGc2p6a1ZTV1BjOC15eno2dzFGQXRCbjlxQTQtNkc2Rm4zQzlDU0s3azhJR1ZVbi1tdFpRMFdoSkJLcTBXaWE3RkpNcUMybUN0M2lRQnNYS1E3cTlUUEJHVndoVmN6MUtNVkJ2cHU3Vk9iYTBnM2VIVGEtQXBmUkJzcWVUTi1ESVNZUzN5TGR6S2tXYk1BNWJzd2FSbXZ3ZWo1Q2pqTTAzWjdvU2tMYWVhalhNdW5zM1JqOHRlSG96Q295MzhxOE00Yng4a1YyVWUzX19RVTBiLUhjUlYxWnJTN25zbXdITk8zYVJ2WHpHWXJQUlBsOA?hl=en-IN&gl=IN&ceid=IN%3Aen,"TCS fined Rs 1,600 crore by the US court on complaint of this US-based company, here's the company's BSE",2024-06-21T07:00:00Z,The Times of India
Tata Lawsuits,Google,www.news.google.com./read/CBMivAFBVV95cUxOb2NLR1o5ZHpRM0NDUUtOOWQ4UzlrXzIxMU40dlJHRjl3cE5qNGlzUnBEXy1zY0l0emNBM3FvSTJqeEJpME9WTHRSc2kzWi1vWkcxQzNCWno2bUVxQ1lXRDRIY05VRVlWazUzd0tOSUNjQUhvNHBGc0x6aDZKOGJHTTlGd1RQdWpYQXZBRHNfbHhLVkxXYmVWTnJROUtlYTM1cjl3VzRIeUFBWFZjcmdRTEZZdkVpd3VlZXJhY9IBwgFBVV95cUxPSHRBRmtuTmVDd3pCcV9XdldwTVhLdUZrY1gwRWJLczFQRVBlOHY0LU1jWVlReE9JdzA3SGxKc29nSVpjSldIQ1JQVV9UNk1JR09fdFFDM3REUWdpbkw1dnFOOEtZRGRfOWppUTRIRGJDeUh0NUVFVC1yYXhBbjdLY3czZ2pNQmNacG8xR2ladzM5R0dtUkxYWFBENGRuZmRxM09xdWdTbm81NE5MalQ5MmU0N0ZSX3BIajlfNi0xTGFiQQ?hl=en-IN&gl=IN&ceid=IN%3Aen,TCS faces $210 million penalty in DXC lawsuit,2023-11-27T08:00:00Z,The Economic Times
Tata Lawsuits,Google,www.news.google.com./read/CBMi6gFBVV95cUxNQXhqYVZTZy1IeXhwcmo2Z3lKbDBWUUxpbDVHUzRkWkE4MWN1WWZVWDJ4aXBNclE1WnoxS2RBY2ZIUjEyOV8xSHJSb3R6ZVFVdEFrM05TS1FrME5IV215TlkwemV1dXp2MHlvTFFOOENBQm40VVRqc3NNWUZqS3p3bDJaTUNNZzJoeVVjbEpfVkFfa1p0eE95QThEek9Xbk14RGtxMVVZSnY4YjBMUjNWTjJhZ20zaWFNb29jSVp4bDNFdG1zRmppcGVjZGhLQUxzQldwdG1yWG9xa0xiMDA0aHB1TUEzejZlM1HSAe8BQVVfeXFMTUFRM0d5bDFjTTNoOGhlQml2SUJ2Q0RKSVdrbG9pTG00Z2ZBUVpZVHpuQUk5NENTcUpRdlc5VlNkekZ1RWZBUElzSnp4aldTREpkMk5WVENvd1hJRFZ0TTZDdDYxbTJyZVl3MEF6VTYtVXR4N2c5X29Ba3h0UzZDSTgxU21aSDFFemJKVzVfdGVDZkZtY0Q2ckoyMHRQYmg3WF9QNDJmLTZqWmV0NEtVempiWG11ZFJKN0xWM1JLNGxOMHhUTmVfSldvUnQ4TVpvU0ZJVWwtd2twRy05bW43T2twS1dVTXJyLWxZUWdmM1U?hl=en-IN&gl=IN&ceid=IN%3Aen,US techie sues TCS for discrimination against Americans and favouring Indians on H-1B visas,2024-04-12T07:00:00Z,The Economic Times
Tata Lawsuits,Google,www.news.google.com./read/CBMiwAFBVV95cUxNa1FRbG56b2E1QXlMX182QWVyZHRBQ1ZNMmU2LU1MQ1ZXYXlZV042LTZlcW5xSlRaOVlZV2UzelY1R2UwMzNOOTRDLVQ1UndYa0E3aTBnTk80T25NYk5HVlNIY1VCZVJsU19RVE1NTDVkenlhVmoteGlWcENXVUlBUkRlYTFBblZRVE82OE5IVThvcEJMZkJNNjhwQ3oxakhEZ2RYTkhPVjhkMUw2c2haZzQzdnRERG9rWmpVcDJYMWPSAcYBQVVfeXFMUGQwUWdDbUVBOFhwQmpCQVp0bkZDWUVMTWNJRk4wak1KU0djNDIzb2VZNWFnTGhsT1pyM2NHVFBLX0pDSzNaT3pjUzRZMjFGbEtGUGxnd0VqQWZtMXEzWFc5YjBFUVF6Q1MtR2RrNHhHVWE2b3pqZ2hBQmZVVTZBX2xWcUtIN2xoYjAzLUNGMzVPcTZEcWZnQlpiYm5WTU1Kdm1lLUVNSXY4UWEyb3dlbnVnMGVrbnc0SUNZbDM4NE9JMVFGUlh3?hl=en-IN&gl=IN&ceid=IN%3Aen,"TCS fined Rs 1,600 crore by US court for misappropriation of trade secrets",2024-06-15T07:00:00Z,The Economic Times
Tata Lawsuits,Google,www.news.google.com./read/CBMixwFBVV95cUxOZVdOeVd6am1vaGQtYUVfYXJ3ZU15WDBPUnNld0JVc2k1TjFJamJXb25nanR3RjVueE1NcWVnbU94QjhNUGpiYU1lbGxaSXRYV0hIRmwxcVY4bUJ5enUtd3gyN3NrVXliWktUcFN2REdDUWJTVlM1N25TSnE2YkRfZzJiV3Vxcl9NZDFraTkzYjE0SU1vVEw3cUY3dVltSjljcEhhbjNMcFNzd2RhMER3bURDSGpmVFZfYzJ1RWh0ZnFGZHhyLWxJ0gHMAUFVX3lxTFBKb0hvZ2pCWUJ2aFAzSFd1TGRlV2VrbERla0E3LXRsZGxMMVllVlVIUHFERk00TGlvc2lTVDdiU0RuRzZUaVVha2tVWkZpcTRIZjBWWnVsbUlUNFNLWnV4R0E5MEpCYXl3TktSVkE3dm9MbURSV0sxWmNKOFQzRkVBc1FBb0RKQ0dIQ3pJM3JxblNFTnhMSTlneGN2WHZXeXktZk84SklRN3ExblVvYWd0N3pIVlNlUHlBMWc0ek1NcWdPcUFXc3NXYUJrdw?hl=en-IN&gl=IN&ceid=IN%3Aen,TCS makes provision of $125 million in Q3 for the Epic Systems penalty after US Supreme Court rejects its,2023-11-21T08:00:00Z,The Economic Times
Tata Lawsuits,Google,www.news.google.com./read/CBMiswFBVV95cUxPbkVzck1FV09jTkMxUjZ1bE5Oc05yNW5Zb3lUZWI0dnkyZkk3Vkl6a1VlWWNSNVAzaFJxMlJhcUNmdFQ5eGJoTnk1TDIyaFA2bmlXSURZY1RrNW9YZlBaNzJTeWljdUlwaGMwcE5tMWhwSmM4OWxxaVp0OU8wbTEtRS14SGhpU0Z2R1pLdV8yeU9WMjIzMHlZTzFaUmR6UWxzWmltNk9yWU5FUnZ6cEhIaXF4dw?hl=en-IN&gl=IN&ceid=IN%3Aen,"Tata Group unit owes $210 mln in US trade-secret fight, jury says",2023-11-21T08:00:00Z,Reuters.com
Tata Lawsuits,Google,www.news.google.com./read/CBMisgFBVV95cUxPR1RGTmljeVRGVk03MkpLTGpkS2hmMWhWV2xmVEpheTNkM3lIVmNwSzVkVTZpSDZINlVKOWNHaVIxY2tYa0x5RnJhVldlMDM0a005dC1wWXNkYXBweXpsUE9DLVA1NHl3NWRqUGo1RGxsNmN5NzBLWXh2RTEyT2ZSV2Z1VUhhVENKOWQ0RE1WaG1SY3RubTk5MFhpUC1mcHJEd1VUeUJaZjJrZGZmQlZVTHpB0gG4AUFVX3lxTFBJcER0endUZ0NqUExXRFVmejlCQXlNUkVqcnF0aVBSbFFxT3FlWkpORXpDZGFFOUNFdUZEUWF3NTZxUWdRN1JGMEZCVHg0Q0ZOYmZCU3NETTBCSEFXN01zN0JpR2tTZ3U3R05TdkQ2cEp1c2R0NXR2MFlxeVo3Y3VrNnFvY2VYR3c2ckFudHQ1dUxyenM0WmdqaEpkeHpyT05WYjV3Rkp1WEJuaHlrU2VNTFgtTGJjWHU?hl=en-IN&gl=IN&ceid=IN%3Aen,TCS to take $125-m hit in Q3 over Epic lawsuit,2023-11-22T08:00:00Z,BusinessLine
Tata Lawsuits,Google,www.news.google.com./read/CBMizwFBVV95cUxObXNwWVFVMXk4di1QZmZRSHpJbVdkbFJXT3lqYldqTVczaUpYbmNaS2lxR2xMQ3VVWl8yRklxaXJQblFjVTdmbklyajRKZmVqQjBFTmdYcUhrYngzVUcxMjBjOTRsNnFkR2hOSUl0S1dVNy1lcExLTDUybHhmcTJkUEY0dU1lVXFsbG8tbW9mYmJKZVI3QWs1MWxzcURLajZfSlp3YmdZZzdGT3NHU016eFdFa3N2YWNWaU1hVkhWMHVMdHh1UDRiOVRwa2RYRHPSAdQBQVVfeXFMT3pqOGgzSVFrTmxWaHJVSG5jWXBjQVZtRzlKTkNKX3g2YlBkTE9zS1NHTThQcDhsU1VZamk4QW1Vb3hFUTZLUm40NFBGX0JqZExsUzRhMzhpVEtxWUV0dFZscFhHYjNwOXlKc2RMcWZINDAxcDFLQ09EQ29pSG9kVjJEQVBCdlpnLW1HRllKQXFnM3VXQk1UXzcwRW9ON0o4VDJBZDNKenhPOEVaZGRiM1cxaU5PSzNJMlRJUl9DUHdELU5FSjllRjBsOEhXNXZXRVFnUkQ?hl=en-IN&gl=IN&ceid=IN%3Aen,Amazon challenges US labour board's structure in lawsuit over election,2024-09-06T07:00:00Z,Business Standard
Tata Lawsuits,Google,www.news.google.com./read/CBMi1gFBVV95cUxPY2JSTXl0Qno5VVppRHl1bVVYZHVwTW1NZFV5aXlnVDUxX2poZmk4YWRlWnF1ZzZPZWFoM2pOMDVGSEF1UU1TMzJwRVpkNUx4ckpCRUY1LXFvVF9YMEgxNEhNdEtMOWNpSHlGcnRZZnNlRzVHdXpsZ1NlajB5NE1QdmdaRnlYajR0QUY5dzY1VlFBem9JZVlEUU15SU4xVzFFZ2I1V2lMNTBPQzZEdDRIYmRndGd1Sl81QWRDdXpMcDNHZDhKbHVpV1Fqd04xU1M5ZmstMFRn0gHcAUFVX3lxTFBKZlk5Z3VuUDZyNWlNUy0wU0dxaEE3LWwwU3dSRHl1dkdKZGpnR0xQNjJ4dHV5NjBNWkFfY2xXbTZaUUVHS1lHOVBOcnpxalE5NTh6TFhmZW9HWFZqendqS01FVWhPM2xQNmJXRVJ3MXNoWktPeXJzQ0dZMXQ0elVyT0htVXJlb0hVZS1JaVdIcGdMY283Q3EtWDBUT0RCV1ZvN0Fkd0ZBRWJCUENTMFNZVGREUWlQbVFIUnZxczIyWmVYV1FVTUdqcE9scmtxa1EwdVhLN0UycDhZUkI?hl=en-IN&gl=IN&ceid=IN%3Aen,TCS slapped with lawsuit by former US employee for racial discrimination,2022-12-12T08:00:00Z,BusinessLine
