Search String,Search Engine,link,title,timestamp,Media
Tata Bankrupt,Google,www.news.google.com./read/CBMi5gFBVV95cUxQaDduQkVrQ3F0Yl9mS2ZUZmZ4eTAybDlSSEhDLW1aRHd0V3VBd252MWxPWW9vQWFnQ3RkRVFwM3NreGt6LTlwMzZxaWNGaGVqN0F3TEY0WVNOZTFrQVJtVWpnRVN3Vm52OHRWV3pYNUdnejBwYXZtWTJQZjVmMUpwTHdBS2M0eV92M2tiUUlScm9OcktWSUZDbWFEU2xoeXFkSXhUZmc3dHlQYWNDZEp0cUtWc29xTGljOEhDZ0VDdFhZeW1xeFU1TnJmeFJQR2VXMFhKWmRBb2VzUnFsMkoyR2pYRjZjQdIB6wFBVV95cUxNZ3Q3R2pRTjhuc3phQ3pBeTctSGJCOXFHeFd4TkdWTXJhN3M2dkhETWRtY0FHUVN3bWNORkRfUERTaXN5T0t4SlpQNGNmb2xuX05YdzRnMG9WZ09UU1U1OTRIY1ZHb2tQVGpRR3F2REtibTN1VEZxcnBxWW9pZEJlbk9ZR24tdUJUOVhfUHhOVFNiU3E4WEhsNDQ5dVJPREl4U1Rmcm5qaHFMSWIxY0NJVjhfdm1zWTBXOE5aNWhlSTlYS21GLTVTVi1xckJ6eGJLMWVVNWRBSUtfbU5aM0JiaVgyMVViZ3RBRk9z?hl=en-IN&gl=IN&ceid=IN%3Aen,"Tata Motors shares plunge 6% on weak growth outlook, UBS downgrade",2024-09-11T07:00:00Z,The Economic Times
Tata Bankrupt,Google,www.news.google.com./read/CBMi2gFBVV95cUxQajF2Q3o2OGVUcXBfUEdrRGNIdGtZZTEyclQzYjc1NGdEN2thVXp1QnZTbDBMMFgwOGczZ2Z1T05zY2J1ekNQRkhQSUlUSThvUEZSVnlHS2NYd2dLeXp4MzdibGxSOG9BX0x3WW1JUHQ2TWpzLXdjTEx3VDVqSnlFU1FtcFlhTHRPUnB3djBZdkJmNFJOWDZLRjhaTm5faS1vZEwyTTUyOXY3X0gySmppVUMxTm03aWxoSXAzLTZvc1E5WTRUNUxSaGU1cUxqUnd3N0MxWUhjTDByUdIB3wFBVV95cUxPQVpEcjQ2TUhLbTJBWjFqeDduMDZNc3F4YVR4MUFLQkpXc1lRVlFJRlJrLUhyUHd4VEUyeGY0cWdSQk9FaVd3S21JMS1LSXpjeWM0cHRPY1QwMU1lZi1tX3NjbFFoNExJR1Axc2xta3NxUjk1MldaV1RvYlJGdGVJRzF5WGcyUlNSakJlWTlqQzZCY29jX3JrWHhKODZmbkJUbVJaMnZJUDdUcUhESmpTWkh2UFdTQ3ppaXZoaHVUWUdJeC1Hdk9TYmVhZ0NGb3UxaFJlRFZMQXVkT0dPdGtn?hl=en-IN&gl=IN&ceid=IN%3Aen,"How Ford's insult led Ratan Tata to buy Jaguar, Land Rover",2024-10-10T07:00:00Z,The Times of India
Tata Bankrupt,Google,www.news.google.com./read/CBMigAJBVV95cUxPcUdUV0tGY00tSUU4OTVSbXVPSDhlZXA1SE9sbXVpSUlWNUdkbU9LMEluLVZ5YmVTRXZpd24yQzN6QmhjeWh1c1N0UXI3TmliNzRyUW1rQWQzUkZieDFYbVV1UmdvVEhzR3ljSzJPY2tXbUUwNS0yV3NhVURDMzJXZWEtcEF5S0gyT2tuTFlyY1cxSDdwdVBDOFF6ZnRTTzRDRzBoencxNWplX0lRbkxsY3RqaEJKVWs4TXNDZzB6ZFNsMWxLVnpnVmM2aGFuME1sUF91MVFEMFQtSndFNkh5MDNtcG9Kb2I0SmtZM05NcmMtX3FNaU5mXzZKN3NUcUkt0gGGAkFVX3lxTFBZUUd4dGFGaUY1QUxEbzh4ZmVNazBfQURfalM3YlppRkR4YS1XWXFjTDZDcFhwUUVTZ1pFYjZWQ1VnSjV6dWhiaTFtYzdzVk1Mc3pNZEZ0SDBJdmV2dzhCT2hGZnJDZmsxLTY0ei1ZVXBxa0JudXFrZ2RFaS1ydzlCVTNpcW5laTVFUUwyZGZGYkpDTGhFNXhCRE1raS05TlROUmZKQ0Y1aXdSUnZXQk5kYmlBZGx5U0lmVkkzMGlFUUpBY1dhWDdRWmt2X0JWVGRuakl1QVNBdWs0QXl6SGpKRERVSUZHSWFmUU5EYXFKamVqT0h4NkZPYWU4WDUxRjctbjdFZEE?hl=en-IN&gl=IN&ceid=IN%3Aen,"‘Go woke, go broke’: Jaguar’s futuristic ad backfires as critics tear into Tata’s rebrand of the luxury automaker",2024-11-23T08:00:00Z,Telegraph India
Tata Bankrupt,Google,www.news.google.com./read/CBMioAFBVV95cUxNMm5UTEFlRkhOS2YyRk5UbzNrRVJmazhycnFaQ1lPRWVfRmtIaFFzbVY1clhYSF8wZkFscTVLWTNDc2t6dDI2MklpZmlWNEIxLTdtUVRWZm5KUUdIaDBrQUpwTTJrdGRQbjFZamhoZFQyTjFPUVBwbE1COTlWUFZqSkE4bi1lVm1qNV9NOEZOQnJYYklxRmJ4bXh2aFJjelhV?hl=en-IN&gl=IN&ceid=IN%3Aen,Anil Ambani: Billionaire turned bankrupt,2024-08-27T07:00:00Z,The Financial Express
Tata Bankrupt,Google,www.news.google.com./read/CBMiqgJBVV95cUxQMUZWaWVpSkNWcWVYRXR1eEtFTUFBSUJsei1jallEa2xWbGtwLXBzRnpWQzNSbmpQLVdlRUs3aWp2cUtLWVdidDZXcDdWcTlndVA3MzVKX09hMDR1N0xrSmhXV1d6NWVKZ1ZMdEpUQXVOZjZrVzItMVlOV2ZRc0ZyNFFHR2tRZ0EwWGZjMHd1MG00WUphWE1CNzByS3g3T1ZUZHdNQjRRbWtzV2JRYVRLYVZoWTlLYXRrVEtvaHZpcUliTF9iYTd2ZW5aQXd3WjlMUVkyRTJFWXN6aFZXNVU2RlJYU3A4UmdyWlFTT3hxaE5zeWJMQTA4cmgxUmV5SVN6WDhyYW5lNE9YY1N2Q2dUNEtUdHlsOGVEa0tYc0k5UHJLbTBfaGZyRXNB0gGvAkFVX3lxTE9rWDhYdklFeGg4cHFyZ2treWtrelVYdWVYcWxWSldMYjNYRlBsRmg2dUR3V0Nacm9rQTlDRHVTMndVLXRvN2lnZHI3SnJSb2VzcjY1RmFER3FieUZXa1h3VkY2aktNNXdUaExnMVd0VThaNmFLdkhIdWN1WTBXajIzX3U5Q2lxb2xGZm9ybFVEWHNNS3BqZFFqS3JkSVZ5M0JMUWdJN1M5dkU5VFctdWEtN1NPTnBNVVlfWEQxLUxNM0o3Z0FrdFliUzFhMzBvRzdENEI0LTJtVGk0UWlBMEVOajhFRktmcWlBdWtyQkY0SXNUNFJ4OTRtS1UybGNWZzVRM3BMRjczbHk1X1RhbnNhQWtZcTJsak1ZM2ZHRnhDaXNOUUxjRkRhY2x2UzBnOA?hl=en-IN&gl=IN&ceid=IN%3Aen,"Meet man, Ratan Tata ousted him from three Tata firms, his airline went bankrupt, still one of India's riches",2024-12-17T08:00:00Z,India.com
Tata Bankrupt,Google,www.news.google.com./read/CBMiwgFBVV95cUxPVktvZWd4TExWVHBEbzVDOUx3Z3luYktvMXo5eEwzLXVjbDBYdURVTGZNTlJ0U0ttdHFxRkdCOHIycWdHNW9pc2dQYkVhUWdrNWhNSkhxOW5BSHI4cTl3b1laSmJ1bndGMGp0UmRjOWk2M2pOZnFmcGc3bmRXWTB6YTN5c1QtSzZ4b0JlZ3JmVHZDN0ZpLWdoYXI3dkpUdkh6dVJnYkF5elNONFBEWDY4TlZRYlBjN3FveWY4MmNFaU91QdIBxwFBVV95cUxQLWJsNEUwNFNxY2MxaW9GclNwdUs4VjRaYzJWTjdOcHBrNjR5VHlpTGo5bTNSUmEtUUNTNE82M3VLY3djNmxIbkstRy13LXY5anVFN1pSM0hFendpX21FQTkxeFg3Mm0yYVpqTGMyaVRTaVhBUnlZbjZoNnZCbXRnbWNUN0tKNzhKcGZ6N2NOdTV6ZVB0aEs5Y3ZzZnROZEc4Z0NQYWloVFh6a19iZlBQUEJqY2hTY3RUU25EaDd3R29sNjlCV2ZF?hl=en-IN&gl=IN&ceid=IN%3Aen,Once India-bound EV startup Fisker files for bankruptcy,2024-06-18T07:00:00Z,HT Auto
Tata Bankrupt,Google,www.news.google.com./read/CBMi1gFBVV95cUxQamZ5VXZfZU1GMDZMUWNtWDgtT3JadC0ycC1vaEUwdEI5Z2FrdGVJYUhLa2hxWVJheW43MUwtWGdtWU1FRHFpb0VKS0xTZTl0VmtHOEptbThsMnlpbXRkYlBpaDNZQnVJR1FjVTc3NW1xX084MVc2R0pKWUlpS1QwcDRDaWJhaWt5Y3VyYXpIeXBOeVJmYjZtWlBqdU9nRWZMUjBaSEczLTdLTTZDZkg0Ump5UFRKR1RnenFzSkZOWERoRGpCUkpabWRZNERrZ1NfSGJCX1V30gHbAUFVX3lxTE1jZmJCMXBPdWtTa3l2dWZuOTI4MFpXY214UkY3WXZJMW8zTTBhWHFWV1FrM09fLXM4LVJBSkROdWZvc29MYTVPb1d4WkFHaG96NUFGS2JzY0Y2YlBVbGJqZjVuN0NUMFlXc0M1RTE5X0JhU0Vva0F3SzRVZ0JZSWN0anBoa0RfR3BjZmJ6VDVHcVI3d05DZVE1b2Z3S1VmSW1CUTdoQUtycnJKRUVOS3VyMlRkVERlbVI0d25EdVZCaFBpVFlUdFl6b1NVeFppS0tuakJ6SWdEcS0taw?hl=en-IN&gl=IN&ceid=IN%3Aen,NCLAT asks IRP of Dream 11 to refrain from taking steps for insolvency,2024-04-04T07:00:00Z,Business Standard
Tata Bankrupt,Google,www.news.google.com./read/CBMi6AFBVV95cUxPZzc2YjZxSVlCZ3FFS3A4UnlSNU1UX2NGQzVNdVl3bjBmR3VqYkNER2ViRDh4VHNidmE3bl9relNzRlZZbi1faVIwblVFQ1VoVjFKZkVoRlVzX3NYUVFRUlNJVG1NeDY0WHVxSjZ2cHFmTmJ2Y0wtWnV4TEhtVGtuTVdXbVRhLVhDR0gzeEtlVmlFa0RidEVIWUNFZktLNVZ2NDNNZWZFTHI2bzVfdkZ0WVpwdVhDWWk3NEo4cTR6aUNtc1dvUzBJTXZocnRSYS0zWHNvMVF3RWVDc0pyTHVIYkU1VjVRa1dE?hl=en-IN&gl=IN&ceid=IN%3Aen,"Meet Amit Jain, Ratan Tata-backed CEO, went bankrupt, now owns Rs 10,000 crore company",2023-04-17T07:00:00Z,DNA India
Tata Bankrupt,Google,www.news.google.com./read/CBMivgFBVV95cUxPczhfUExXSnZPMkJza1kyQTZBMC1IZFptclR4XzNnY1BxSUlYdEtLaWFJSEF0UWlBNmZ5OU5FWUI5VkxoMXY5SmNfU0tQMDJjalU5c0I5YzFXY0ZRc2dkcjJ2ZE90TE5kb0h4VjcweGtHZlBOM3B6UU9WaHNjU1doMEE1VHU3RW1ISmNkM1R2RDR5UEVrRTM2bGFxQ0lLNFg1b2V2QzB1RDkxeV83TUZSeFVvZGFGdFJNZi14Zm53?hl=en-IN&gl=IN&ceid=IN%3Aen,How Tata Steel turned around bankrupt Bhushan Steel,2021-05-18T07:00:00Z,Business Today
Tata Bankrupt,Google,www.news.google.com./read/CBMiggFBVV95cUxPcjY0eVgyYTN6X09MSGlfN0FyajRoRU5ObTZaVDZFY0N2VUc3d19fS1FEZU9vbVJuTGFEUWNRbU11NzZxLU9mSFFETWZaTXFsM29fbWJaYkJRQjRQSnhpRnFwSHVYUmFNMVhuRDNqNVlUb0JZb3JWYXNlY2JWOURnaTFR?hl=en-IN&gl=IN&ceid=IN%3Aen,How an Instagram-Perfect Life in the Hamptons Ended in Tragedy,2024-12-17T08:00:00Z,The New York Times
Tata Bankrupt,Google,www.news.google.com./read/CBMioAJBVV95cUxObndSTk1leEF2d0lqZW92bzVKMXowa0pzNmdBSmlMZUFyanFJZzRZWjdoUzM1MmdUVVpUTVh4ZXhRenlsOWFoZXViQVY0bl9vU21vT0hkeWZQdFV5OGUySndVeVVzVXBsbjg1M0NhWVU1S2VFYjRkcnRvMVBJY1RBeEh5VVJpSFkzNUd5cTMxZ1kxVkpZNlktMlNYOVNRZlhYQTRIM3N1R1NCdWVGd19pRklGVFpKbTB6ckc5Y1BXMTl6dFNTdzRXVFQ0N3JzQV84SHdrcXFNeXpMR1VOS1dmRG51VnhRUUljclFNOG53N0ltZ3BoaHhoWjdGdWRyaV92ZV84WE1mSXFiMUE0czBYb2JmS2RmNEpsVTBNaGc4UlPSAaYCQVVfeXFMTUxNM25wVHJBdkZNd1VVbzB0ejdLQzlxYWpqeTdkQjNwVXJMTnFLcGh6N3Vza2drYlJLd1JTY3JmYW96ZDN0c1NHeTVMVEk5U0p1UDRZZlp5TjJQUnJJQUpTWVlDbGZaQUhIRlBSai1ObTRlMEpuOURzbk1kcDVpUFBoR0pTdTlHOFFrakVxbGZyUVIyZkFyTWlZOHV4ZmVJRkdWdUR1WXBnUUxmOXJsV29iRExyWmdrM0xuTTdBYWhlR25NTFZMRkhpY0pvaHlVN0R4OHpBS3ZyN1hXem5FczE1Y2JVVXp4Nm1veDV3UlRheE5NSVRLWTJ6LVNaODFmRnJpOE5aTmFZZkRiYVJvbFIwUnZLVlB6eVZ6VWtIekJ2Zk5QU3RR?hl=en-IN&gl=IN&ceid=IN%3Aen,Ratan Tata news: Here's how Rs 34 lakh crore Tata business empire is run...know the difference between Tata T,2024-10-12T07:00:00Z,India.com
Tata Bankrupt,Google,www.news.google.com./read/CBMihAJBVV95cUxPYmtRYktBbWdEdm9GUENGT3JpcDNZODViZzlMbUI3a2NoVmVQTktMMmFsSE1hV2hPZ29vZ2xhZUpORUhLT2luNGt5RnlSZk9sN2U1VnJoYW1SaTRydEREZ2JZSTk0THg4YnBoNWxSYzMzdjRKTmdzc1BsVFE3VXpURVV5aGEyalBMaTNqY3l5RWU0aGc4RFZRc0xWOVR0aDJxN3BBMWZjMHhHUlBWRzFMbnI5T0V5VTF3RVdBRXpMRDU0OUxDMGJVVXNyeUlZQ2V5eDltVmh2V3NzM09WN2JIcFcwcVlIa3EwRm9jbVFiT18xUEhfWXNZSnJ1YzFSUVJtVVk3ZdIBigJBVV95cUxOWG5LOUdNX1dJRlA0UEZfbW9fV3FTUnhJMWZ0RjZMUnItUEdPX2t3VFN6Z3BlMWs3NEMxSUVmdkY1SHR4Qi1vU2VNaDZaWW0xZUZrUk56bzZIX0ZZM2RPMV9Ma2prS3VkQ3oyV2tWR0RhbEVreGNreTFfUjE0WEpEZHkzcHpURXFRYTJPQ1JJcFFXMzd3RGJVaTBQQi1tNE91ZEt0MDRFWjNuRDAtRnVmZmhrdnRkTDBsekNQc0Rrdll4cHUzcE9pbll0Z0FYazVPQjFoOXVGNGJkdHJ5OEV5c3NXakN0MTNqQ3Q3Sl9qVExwMnNEQ21Pa0wzZGlQZnczTy1ERTZybWpXZw?hl=en-IN&gl=IN&ceid=IN%3Aen,"UPI rule change: Soon use money in PhonePe, Amazon Pay, any wallet to pay via Paytm, other UPI apps; check",2024-04-10T07:00:00Z,The Economic Times
Tata Bankrupt,Google,www.news.google.com./read/CBMiygFBVV95cUxOdEdYWDljQ3d4SEs0clo0dEl5dnVxOVBzQzBsVHVMZzRSQmhjbWhXeXcxRWVLYmV2Zjg2LWY2RktfUHh3U1Nab1FSdktMUnZRdGVTSktlNUwyZEJJNElJZVUwZ3RUNUVBY0xkdXNRTzMtTER6YXBBMDBrQVZpRm1CRmR5RDFoRjhuNW16WXo0VF85c0dxbkFrbHBxa01aTVFNQnlDZl9obVlBY0Rjd1VDanJLSGlUdVlvM0lKbEtFX2hsb1NUWXVlYlZn0gHPAUFVX3lxTE9nUXprekFRbkZSbDM1UHRsOVVzU0cweV9SQjlzdGhsVkRDRW1EbTc3ZFB4VjhIZEtDMXJ2MTdfRnRrNUJHTmlYakhVckJTbHdEdVRNc1hBcFhQNThaQ0FIcktKOW5hUHJJSlV1clpyeVpXNXg2S0RLMkJoSllGTlhtQlNKbjF5TThHMjdOZHpjQmhpUWcwNThSR3RiSkQxNnNROWlPZmtXWV85SURUOW52WXI2X1UxZ1MxQzRJUE5WOGVLNXBFY1cxZnlsSmdlMA?hl=en-IN&gl=IN&ceid=IN%3Aen,When Ratan Tata took revenge on Bill Ford 9 years after ‘humiliation’,2024-10-10T07:00:00Z,Hindustan Times
Tata Bankrupt,Google,www.news.google.com./read/CBMizgFBVV95cUxPSWhLazdHUjBHZzdQQVJqeF84XzlsTkFhUGNSTl9fQnFjRWl3NnN6SkZ5eTJoSlJJVHM3NVlBcEpoZFQtVkhBT0pMdU41WWFiRXhxeTBsVy1udnBldF9tSE1BTDE0UmxBWTUyOU9CaDhUbkgwaTRvTlNPYUtHYzFyR2s2SkRyVHc2MkFsdm5ud1RZZGY2TzZHQnBkbVNSOEY0cE45YmVxQ1FpTGxmNkQwV2MxcVJzREJzRzY4QWJzTEJxZmZfa1gxaTFHSkdmUQ?hl=en-IN&gl=IN&ceid=IN%3Aen,Tata Group's Debt Threat,2020-02-18T08:00:00Z,Business Today
Tata Bankrupt,Google,www.news.google.com./read/CBMi1AFBVV95cUxNQy1qUUVta2xlcGRTUjBoUWpaVDdxV1FWX0JyVkowMFJUbVY3N3JKZEJQUS1uYjZ6d2lYbzVWcTY2QUNaTzJHbkNaamV0dEVPdEtsWFZYRkVXZFBwZzY3Snd5ZURyZVd0Y1hEb0t5SFFOTGFnU3VOQUFRUTg1aTZHamVXNEswek9mTXRLYmlOR2FuM1d6TDZBOFBJLU5YWkE4RUtWODdKZ2ZzY1VlTi1iUlB6UGh6Zmt6OERnU2RDUnR6SEh2T2k0Vkh2OFpDX2VuMTYzRtIB2gFBVV95cUxPbUNxSmdwbjR4dTdFb3ZGSXlDOXhGel94X2pMUWhiZkNWOHZseWg2VVBVSFRoU3RsRWc3cE1PSnhyMjc5QXZVY1hSNG9KN0gtV0hlVGVKMFBGTkx5TzlYZ0RzZ3JnSGs2ZDFSejJUNVFIXzF2WjVGTTl6RU1IbDNHU3IxMEZmLXNKWnYzY2laSlJFbGdkYkJGby1qdUFpOHM4cF9zVEI1ak0yOGh6TGFxNHNIWFFtN1lQYXd1Z09aMFR2aFlYZUVrT01veW41TDc1MjhhZmVMYmJyUQ?hl=en-IN&gl=IN&ceid=IN%3Aen,How one decision by Ratan Tata turned 'failed' business of Tanishq into most profitable business for..,2024-10-14T07:00:00Z,India.com
Tata Bankrupt,Google,www.news.google.com./read/CBMi_AFBVV95cUxQSHNnOGlhNk1FU2wtd0tpZDFRNTJHcjNuUWNlS3dLeTRYWk4yaXZwNEo4eGxfMW1IVWYxczMwN282bHR3UUN0TmZMSGdYbUF6MHVrTlZWNnpXdGlEdzNTZjhGM1FqLUlRQllZeFlDSVQwRDdvdElHN3BLeXY1SS1BUmZoUEFuT3pRMndvcGd0UWZwTFVoSkQwcS16SzJEWjRCNkhZemw0MlF2LXViWWRrdlB2LWpsc2diWEh1MG9POGZqVFhjUU1qZlJ2RkNpWHlwd09tQVdONDRYNWlPNHpGYlJoM1B1U3lsQmVhMFF6ZnU2UUJ4NERpSWtTb1TSAYICQVVfeXFMTUlsZHJIb2F1a0hKYnVkaGZURFZicThKZ2RFeWFFdkNydkxNMzE0c3FIVjJTaHVDTHNmYU1vdU1raHBocm5DQTYwcHBlNzdiUVdfR2VQRXJjb2ZtaWJ2aTY0X2JhVlZyLVJJSjVwdU5vOG9iR1BTTGswd2UtNlNydzJWelpxMThqUUVOaEF1VThwTk9CaWVNc3dCdWdqcGlMMWVqNGFaZGNYYTFoV3pGbEoyTnA5QkI2SjdMc0JhbW1XMjE3clg3YjZDdFc1d3ZDTWs2MFBEZ1Q4V05sSVpIZGozekZXci13bWROUEdWLUFuSjBPM3BTZnc3bENyWmdZOHhn?hl=en-IN&gl=IN&ceid=IN%3Aen,"Meet man, who owns private jets, Rs 5000 crore house, was once richer than Mukesh Ambani, Ratan Tata, Adani,",2024-09-16T07:00:00Z,India.com
Tata Bankrupt,Google,www.news.google.com./read/CBMi7wFBVV95cUxQSkJJbzdfY0lmeFd1U0FBNkw5NXBQZUk3TFU2anpNVU5xZVBSOG9VRVFRdjl6NS16a0N5OUFjUk5EMFU5Y3pxNE5DakgtRkVfeXJoTWlQTkUzX1g4X2hTcVlaZHYyNkZ4SmpMT0NMYmxIS0tKMjBGLXFaUVVOOVlCUEJjNUdhcFBvVWRadmFpNXpITFVBcmV4a2J6ZnF4ZkVwblZoMGtrSnlyX293LVI4NzdIdmlFektnVmVYOXF1dERlVUhaU2k1X2V6UHNyT0Q0b05weUQtLWZHVzFScFNfSkVNekVCVHNEWUNzbUMxa9IB9AFBVV95cUxQRHJscDlMRVVYMGtOMUwwbUtDMEo2M25PWUFET3J1dzVsNHZkSVA3NW9LNEs4M05jU2NjZ3piZGN2UnA1OG5YaWc4MjdzN3BhVXZwNEhNdVgwQS1FazdSNE1rbzg3WFVrdEVvUEtfNk1OX0R1bk9zOHQyLXVkem9IcU1rWEtHZ1ZFTFJUUXZod2VTTnNCZEJaejkwdjRRRjhMWTI5YnAtSXFqbURXZzl2OXFqUXp1dDdhR2Y5aXVFQWtOYVFLSzM5ZTJxemh3VEJQS09aOVVKOEJodS1mdV9yWGp4NWxfY0EzcTFDLXpoTW1zdEpw?hl=en-IN&gl=IN&ceid=IN%3Aen,A diamond and two golden hearts: How the Jubilee once saved Tata Steel from bankruptcy,2021-10-21T07:00:00Z,The Economic Times
Tata Bankrupt,Google,www.news.google.com./read/CBMiwgFBVV95cUxQR1dnemJhaVhCVEdNTHhXNFNMYTJaUU02cS13MXhGaXZzMFB4X0ViZXhReWxqWTY2MzhtSFJIN2lTQmFRZHBxQlVsX29Uc3RuN0h5ZXptYmtkcGRGWHI3aEVPMjVyZHRjYy1lbTVicHBsSnFKb18wS0tqanZXV1NsZEc4b2ttSHRBbjM2YmtmV0N1VktsWEVMX3lHd2JYZXNFcGZBazVlbW5tYTJhR0JySm53Y0cyLWxha2p0cEw2ZjNXZw?hl=en-IN&gl=IN&ceid=IN%3Aen,"The Bhushan Steel Bankruptcy Saga: Tata Steel Takes Over With 99% Ownership, Eventually.",2018-05-23T07:00:00Z,Capitalmind
Tata Bankrupt,Google,www.news.google.com./read/CBMizAFBVV95cUxOVnJhS1RyVm5FS1Vkc0w5VGdSekYzUG83VTdZamtNMWRVSVZ0bjNvVUFjUVRfaEh2NzU5enF1eEttRVp5YkZYMVN6YWtQR0R0ZFp3VDdNMkN4ZGhnb3pHSmc0T1lGLW5YOFNnaTRyWUtTNVhLQU1za3hjTFptcHJlT1NJYThNUm1aRkd1WnhXWmlOQUhud3F5RXJ2dUFMejN1ODlaWWx2V29HRGI0bXZvelNJU20tcDgxS3ZzbUhtS3djVVJtVE5nc0hLb1bSAdIBQVVfeXFMTkptc1FOX1c1Wm9aOHVWdjBfcEpCeTNmTmpVd2doaUNYUDF0Y0ZYNFFTbzg5cVh1RlE3UEpseHpFaGMzdHJuMTRUNW1jdDJyR0hqOWRpckhpTFZMWWdHM0YwdmtyQlJPQ29mMlJSTDRvLTE5c1U3b1I1S3ZQTWJEa0VhRnN6UThla3prSXhpdWUzajNJWEthb3c0blFVRnRBYXdBNE02aTFsNzJXTDZ1eG5wc0V1Q3lxQjU5SE9zUkQ5dGpGT0d2SnZJU3IxUVlYNllR?hl=en-IN&gl=IN&ceid=IN%3Aen,Company backed by Tata Power acquires UP energy firm,2022-03-10T08:00:00Z,The Times of India
Tata Bankrupt,Google,www.news.google.com./read/CBMi4gFBVV95cUxOWWhrczU5Z0UwMFNzMTJESS0wMnBJRURlVDFyNUt6eEg3MVpoemVPMHpqNzZ3S1Rqem5rT090M0NjTzRpMzMtS2VUb1M1b3RfeVo0YmQxVE1VRlJfYV91TE9LVGNFRDNNWU9tWHdZQkk0X2JQM0VDaWZMQnRlYnJOd1l0Z0IweUFwNXltTzZVR2ZTUF9uV096TEpJcmt1VXlmZ2cxaUdiY0REQkVvTENhaFBqQ3NEZ3l5SkhZcFN6bXkzUTU4bGgwVks4TE1ObUpaVUQ2WVNEcGFPeGpGNWF5Q2Zn0gHqAUFVX3lxTE05Qk50ZUN6WUdzcXlBOFMydXpkTUtzdXgyV0ZNckh0bTZCYVpTMzg5bDdva2Q0cEgtTlByQzktS2U1RkpxcE9fTXhCSW1vdlVHb0JnM1h2NDZLYjVRN3VFX1U0c0xZUS1mRXh3bFpQaklUNEZHUS1wNFZ6UlltWU5LdXhILUZCTDNnS0Q3TWRvakRacmszYVRaNTVNUHFPOVRuX2s1NGFDVnZZcXB0bmxqYnhSQ3NqbzRFWVRNT3NJTVpkRnU3bUdodnNGQTFtV2dBUkZ4UEhQVWw3bkwtaU0ybWp1LWpYb3BQZw?hl=en-IN&gl=IN&ceid=IN%3Aen,The Jaguar Land Rover Story: How Ratan Tata Triumphed After Ford Snub,2024-10-10T07:00:00Z,NDTV
Tata Bankrupt,Google,www.news.google.com./read/CBMi3gFBVV95cUxQZU5mTFFaQTlFSzNZMTBlMjhCZ1RhSzE5eWJId2xWSkdRdUYwOEVpVUYzc1dvTTQtMnlWLXAtZVNNV1M2OEo0eEpUTHNFeVhOMlV5TFA5S2tyRl9qbTVXMUdOLWpubG8tSDhyUElkWkNRYlFtaFNWMF9jeW1kc1JTNnZvNjRndGlPUzc4VHBxenFaTTN4cGh4aFNSTDQwUG0xMW1wZTl6MFZMVDl3cmd4eUwtSGFmQUJTMFE5OUMyZVhyalZ4a1dkejZNNG5xbTZoV0YzM2hsRUx2Qm02c0HSAeMBQVVfeXFMTUUtd2VIeGZza2hCVENCQ0pzTjF0ZDhSS1NDa3ZEczhsYnV1UUh5WncwdHBfR2lpdFdVeUJPelhMWFdBa3BsMGJINmhBOFZBb2daZDNKSjRKRTZOamkzd0hMaDBTZWtKWUhYNDREVl9oYS1PWGZyNExWVEx2dkd5WFhuQ0hDQkNDa2RNN1U1ckt0bzJJY1JQMEpOeE8tNnhQZS1nemJiMVVXckxxMFdhR0xaMloyX1RnV1JkN3VzOTlPT19EalZtMy1UbkVMTjk0Q2RrendwRUtWUWxJZGFtNmF3OHM?hl=en-IN&gl=IN&ceid=IN%3Aen,The dealmaker who took India global with a slew of big buys,2024-10-10T07:00:00Z,The Times of India
Tata Bankrupt,Google,www.news.google.com./read/CBMiuAFBVV95cUxQU3d6cmRZdmExeW1NekJ3S0IyYjE0OGZURm9XLVlOTU52Y3pBdnpqYkY3WWpJR25zczlTV04yN1ZaOVlEalBQeG1pa2FOZmZxREN1NVlZeW1WZ050aXBaQ01hWjQtZEVkZV81ckFMY0NCMVFkanhfVkVvLTZSbVl2bEg4VkwtZnFmU21kcjl5eUFvdi1iMHZDVkVrNGgwa2gzYU9jUzFUcW5zNFpSZFVvZlI5cVBwZjBW0gG-AUFVX3lxTFB1SEd4anE2QXd3eFdGUlJWWXVoUnVSMDNlUkM0V2ZhZEpBMm1ZRU5tQlpxWV9mSDlKYmFsZTd0Um5oX0pDNzBsaTZIRkFHRGdOQTdrcTFITnp6Y3ltWkJzMDNaUVVHbjRZc3hWa2xBV3l1b2htNGg4REJSaWVBT1c5TmFFUzA4eTBtcEcwQXZYOXR3QmJmVzhINGNUWjhCb1dWLXVZLWZVNUdKcVZwbWFJSmxZQ05TXy1aVDlweGc?hl=en-IN&gl=IN&ceid=IN%3Aen,When Ratan Tata turned the tables on auto giant Ford after being humiliated,2024-10-10T07:00:00Z,India Today
